LINE NO,중복,VALVE NO,중복,SPECIAL NO,중복
320-AC-1/C2,중복,1,V0028,중복,1,,
320-AA-1/C2,중복,1,V0026,중복,1,,
320-AD-1/C2,중복,1,V0027,중복,1,,
305-AB-1-1/2/C2,중복,1,V0025,중복,1,,
305-AB-1-1/2/C2,중복,1,V1318,중복,1,,
320-AA-1/C2,중복,1,V1317,중복,1,,
320-AC-1/C2,중복,1,V1318,중복,1,,
320-AB-1/C2,중복,1,V1317,중복,1,,
320-AD-1/C2,중복,1,V1203,중복,1,,
320-AB-1/C2,중복,1,V1203,중복,1,,
405-AB-14/C3,중복,2,V0029,중복,1,,
405-AA-14/C3,중복,2,V0030,중복,1,,
405-AA-14/C3,중복,2,V0031,중복,1,,
405-AB-14/C3,중복,2,V0032,중복,1,,
584-AA-1-1/2/C2,중복,4,V0020,중복,2,,
566-BA-10/C1.5,중복,4,V1504,중복,2,,
566-BA-10/C1.5,중복,4,V1503,중복,2,,
566-BA-16/C1.5,중복,4,V0019,중복,2,,
566-BA-16/C1.5,중복,4,V0027,중복,2,,
584-AA-1-1/2/C2,중복,4,V0028,중복,2,,
,,V0029,중복,2,,
,,V0031,중복,2,,
,,V0030,중복,2,,
,,V0032,중복,2,,
,,V0021,중복,2,,
,,V1504,중복,2,,
,,V0024,중복,2,,
,,V1503,중복,2,,
,,V0021,중복,2,,
,,V0019,중복,2,,
,,V0026,중복,2,,
,,V0024,중복,2,,
,,V0025,중복,2,,
,,V0020,중복,2,,
,,V1102,중복,4,,
,,V1102,중복,4,,
